texts,created_at,location
BHATTACHARJEE SHYAMAL: The Act Of Conversion Deployed By The Muslims :: I... https://t.co/8q1Zb1ySwT,2022-10-11,Nagpur 
"@DLgodlessbitch I would be really surprised if a Muslim leader has ever promoted acid attacks🤷🏻‍♂️
Of course there is misogyny and honor culture… but saying islam is responsible for acid attacks on women… that’s a bit too much",2022-10-11,Pakistan
@amitmalviya It's a pitiful state in Bengal... Open appeasement of Muslims by the ruling party.. Bengalis refuse to see the abyss they are being pushed towards... Another pogrom in the works,2022-10-11,
@SudhirChBOL1 @Real_SHR9263 Leader of Muslim Umhaa https://t.co/nV9hcTP7VE,2022-10-11,Kot adu
"Shaykh-al-Islam Ibn Taymiyyah said: 

“Whoever thinks that he is able to  take from the Book &amp; Sunnah, without following the example of the Sahaba and following other than their path, then he is from the people of innovation and misguidance.”

 [مختصر الفتاوى المصرية صـ٥٥٦]",2022-10-11,toronto
"@myogiadityanath waqfboard act remove. #sc/st obc status remove to Christians, Muslims,bhudist.
#muslims are not minority must remove.
#free Hindus temples. #hindueducation board need. #police,#courts,#politics, #adminstration reform need. Each n every Hindu need this @RSSorg @narendramodi",2022-10-11,"karnatak, India"
"@Hamzamughees @MelSimmonsFCDO You miss the points in almost 95%. Each conflict is unique, has its own background, and different parties involved. Maybe you should start speaking about your own muslim comrades waging war between themselves, isn't it? 🤔",2022-10-11,Chile
You lot should be protesting about Halal slaughter mate. Or don't you lot have the bottle to face up to machete wielding Muslims? https://t.co/sKFkxVZDaJ,2022-10-11,UK
@Annooosaaa Done,2022-10-11,
"@republic waqfboard act remove. #sc/st obc status remove to Christians, Muslims,bhudist.
#muslims are not minority must remove.
#free Hindus temples. #hindueducation board need. #police,#courts,#politics, #adminstration reform need. Each n every Hindu need this @RSSorg @narendramodi",2022-10-11,"karnatak, India"
"My coming out was a long, drawn out process with fear, shame and rejection at the centre of it. It's a sad reality that so many LGBTQ+ Muslims still have to conceal themselves, but I am hopeful for a brighter and more open future for us all ✊🏽🏳️‍🌈 #NationalComingOutDay https://t.co/REnbi7yidW",2022-10-11,London
